sentiment,ID,Time,none,username,Text,text_clean,text_normalized,text_lemma,text_nouns,text_adjectives,text_verbs,text_nav,no_tokens
0,2329031937,Thu Jun 25 10:16:11 PDT 2009,NO_QUERY,TootsieF,Rest in peace Farrah Fawcett.  ,Rest in peace Farrah Fawcett.  ,rest peace farrah fawcett,rest peace farrah fawcett,peace farrah fawcett,,rest,peace farrah fawcett rest,4.0
0,2329032018,Thu Jun 25 10:16:12 PDT 2009,NO_QUERY,suns_lover_13,Apparently I'm going to Ontario for pre summer games training n our schedules r looking so tight- I probably wont have much twitter time ,Apparently I'm going to Ontario for pre summer games training n our schedules r looking so tight- I probably wont have much twitter time ,apparently im going ontario pre summer games training n schedules r looking tight probably wont much twitter time,apparently -PRON- be go ontario pre summer game train n schedule r look tight probably will not much twitt time,ontario pre summer game n time,twitt,be go train schedule look will,ontario pre summer game n time twitt be go train schedule look will,20.0
0,2329032045,Thu Jun 25 10:16:12 PDT 2009,NO_QUERY,elana303,@MrMikeG Nope. Not at all. ,@MrMikeG Nope. Not at all. ,mrmikeg nope .,mrmikeg nope .,mrmikeg nope,,,mrmikeg nope,3.0
0,2329032054,Thu Jun 25 10:16:12 PDT 2009,NO_QUERY,Big_Earl,"@BigAC88 Wow, that is so sad  Rest in peace, Farrah Fawcett!","@BigAC Wow, that is so sad  Rest in peace, Farrah Fawcett!","bigac wow sad rest peace , farrah fawcett !","bigac wow sad rest peace , farrah fawcett !",bigac rest peace farrah fawcett,sad,,bigac rest peace farrah fawcett sad,9.0
0,2329033173,Thu Jun 25 10:16:16 PDT 2009,NO_QUERY,jamielovely,@MichelleSmiles Aw  I'm just lucky it's here in Chicago or I probably couldn't go either.,@MichelleSmiles Aw  I'm just lucky it's here in Chicago or I probably couldn't go either.,michellesmiles aw im lucky ' chicago probably ' go either .,michellesmile aw -PRON- be lucky ' chicago probably ' go either .,michellesmile lucky chicago,,be go,michellesmile lucky chicago be go,12.0
0,2329033508,Thu Jun 25 10:16:18 PDT 2009,NO_QUERY,gabbiemoney,@TEYANATAYLOR I totally understand. I was in homeschool and didn't get the whole graduation experience ,@TEYANATAYLOR I totally understand. I was in homeschool and didn't get the whole graduation experience ,teyanataylor totally understand homeschool ' get whole graduation experience,teyanataylor totally understand homeschool ' get whole graduation experience,teyanataylor homeschool graduation experience,whole,understand,teyanataylor homeschool graduation experience whole understand,9.0
0,2329033612,Thu Jun 25 10:16:18 PDT 2009,NO_QUERY,CharliMurphs,"only a few more hours to go. On a sad note, Farah Fawcett has died ","only a few more hours to go. On a sad note, Farah Fawcett has died ",hours go sad note farah fawcett died,hour go sad note farah fawcett die,hour note farah fawcett,sad,go die,hour note farah fawcett sad go die,7.0
0,2329033681,Thu Jun 25 10:16:18 PDT 2009,NO_QUERY,beefoster,RIP Farrah. We'll miss you ,RIP Farrah. We'll miss you ,rip farrah well miss,rip farrah well miss,farrah miss,,rip,farrah miss rip,4.0
0,2329033928,Thu Jun 25 10:16:19 PDT 2009,NO_QUERY,Theguyoverthere,RIP Farrah Fawcett Your poster will still continue to be epic ,RIP Farrah Fawcett Your poster will still continue to be epic ,rip farrah fawcett poster still continue epic,rip farrah fawcett poster still continue epic,farrah fawcett poster,epic,rip continue,farrah fawcett poster epic rip continue,7.0
0,2329051503,Thu Jun 25 10:17:33 PDT 2009,NO_QUERY,laurenambrose,"awwww, no farrah!!! what a fight she put up, but so sad.. such an icon! ","awwww, no farrah!!! what a fight she put up, but so sad.. such an icon! ","awwww farrah !! fight put , sad .. icon !","awwww farrah ! ! fight put , sad .. icon !",awwww farrah icon,sad,fight put,awwww farrah icon sad fight put,11.0
0,2329051654,Thu Jun 25 10:17:34 PDT 2009,NO_QUERY,voyage2k,"Rest in peace, Farrah Fawcett...rest now.  Your struggle is over.  Bless her and her family. ","Rest in peace, Farrah Fawcett...rest now.  Your struggle is over.  Bless her and her family. ",rest peace farrah fawcett .. rest . struggle . bless family .,rest peace farrah fawcett .. rest . struggle . bless family .,peace farrah fawcett rest family,bless,rest struggle,peace farrah fawcett rest family bless rest struggle,12.0
0,2329051963,Thu Jun 25 10:17:35 PDT 2009,NO_QUERY,Freelancer101,"Just got back from a nearby (~75mi.) city. It was a fun vacation, although it was short lived for one day. ","Just got back from a nearby (~mi.) city. It was a fun vacation, although it was short lived for one day. ","got back nearby mi .) city . fun vacation , although short lived one day .","get back nearby mi . ) city . fun vacation , although short live one day .",mi city fun vacation day,short,get live,mi city fun vacation day short get live,17.0
0,2329052039,Thu Jun 25 10:17:36 PDT 2009,NO_QUERY,thBIKINIboy,"it is a good weather out today, we should chill, but first, come to broadway with me  anyoneeeee ?!","it is a good weather out today, we should chill, but first, come to broadway with me  anyoneeeee ?!","good weather today chill first , come broadway anyoneeeee ?!","good weather today chill first , come broadway anyoneeeee ? !",weather today chill broadway anyoneeeee,good,come,weather today chill broadway anyoneeeee good come,11.0
0,2329052301,Thu Jun 25 10:17:37 PDT 2009,NO_QUERY,smileydion23,"ewwwwwwwww bugs! they are sooo gross! and i'm going to see transformers! whooo! i was going to see it yesterday, but it was sold out!! ","ewwwwwwwww bugs! they are sooo gross! and i'm going to see transformers! whooo! i was going to see it yesterday, but it was sold out!! ","ewwwwwwwww bugs sooo gross ' going see transformers ! whooo ! going see yesterday , sold !!","ewwwwwwwww bugs sooo gross ' go see transformer ! whooo ! go see yesterday , sell ! !",ewwwwwwwww bugs sooo gross transformer yesterday,,go see whooo go see sell,ewwwwwwwww bugs sooo gross transformer yesterday go see whooo go see sell,18.0
0,2329052911,Thu Jun 25 10:17:39 PDT 2009,NO_QUERY,franniey,my favorite person leaves tonight  we argued a lot about stupid things this time but last night made me remember why I love him,my favorite person leaves tonight  we argued a lot about stupid things this time but last night made me remember why I love him,favorite person leaves tonight argued lot stupid things time last night made remember love,favorite person leave tonight argue lot stupid thing time last night make remember love,person tonight lot thing time night love,favorite stupid last,leave argue make remember,person tonight lot thing time night love favorite stupid last leave argue make remember,14.0
0,2329052931,Thu Jun 25 10:17:39 PDT 2009,NO_QUERY,alexandragoff,Sad all the time. ,Sad all the time. ,sad time,sad time,time,sad,,time sad,2.0
0,2329053239,Thu Jun 25 10:17:41 PDT 2009,NO_QUERY,YesItsBarbie,I hate how stuborn I am. My wrist was hurt then I kept playing And doing stuff. Now I cAn't even do my makeup without a brace. ,I hate how stuborn I am. My wrist was hurt then I kept playing And doing stuff. Now I cAn't even do my makeup without a brace. ,hate stuborn wrist hurt kept playing stuff ' even makeup without brace .,hate stuborn wrist hurt keep play stuff ' even makeup without brace .,hate stuborn wrist hurt stuff brace,,keep play makeup,hate stuborn wrist hurt stuff brace keep play makeup,13.0
0,2329053315,Thu Jun 25 10:17:41 PDT 2009,NO_QUERY,queenmidalah,I had a feeling she was fighting a losing battle  http://tinyurl.com/lmvn9s,I had a feeling she was fighting a losing battle  ,feeling fighting losing battle,feel fight lose battle,battle,,feel fight lose,battle feel fight lose,4.0
0,2329053320,Thu Jun 25 10:17:41 PDT 2009,NO_QUERY,jeayese,@brettjohn she past away?.. oh  RIP.,@brettjohn she past away?.. oh  RIP.,brettjohn past away .. oh rip .,brettjohn past away .. oh rip .,brettjohn,,,brettjohn,7.0
0,2329053431,Thu Jun 25 10:17:42 PDT 2009,NO_QUERY,TheByrne_x,@LeannePowell86 it was in the bothwell bridge. fancy hotel! :L yeahh was good. except i have the flu (n)  xx,@LeannePowell it was in the bothwell bridge. fancy hotel! :L yeahh was good. except i have the flu (n)  xx,leannepowell bothwell bridge fancy hotel ! : l yeahh good . except flu ( n ) xx,leannepowell bothwell bridge fancy hotel ! : l yeahh good . except flu ( n ) xx,bothwell bridge fancy hotel l yeahh flu n,good,leannepowell,bothwell bridge fancy hotel l yeahh flu n good leannepowell,17.0
0,2329053653,Thu Jun 25 10:17:42 PDT 2009,NO_QUERY,musicalnoelle,Farrah Fawcett finally lost her battle with cancer...  so sad. ,Farrah Fawcett finally lost her battle with cancer...  so sad. ,farrah fawcett finally lost battle cancer . sad .,farrah fawcett finally lose battle cancer . sad .,farrah fawcett battle cancer,sad,lose,farrah fawcett battle cancer sad lose,9.0
0,2329054076,Thu Jun 25 10:17:44 PDT 2009,NO_QUERY,worldbutterfly,sad for the loss of Farrah Fawcett after such a long battle with cancer. ,sad for the loss of Farrah Fawcett after such a long battle with cancer. ,sad loss farrah fawcett long battle cancer,sad loss farrah fawcett long battle cancer,loss farrah fawcett battle cancer,sad long,,loss farrah fawcett battle cancer sad long,7.0
0,2329054238,Thu Jun 25 10:17:45 PDT 2009,NO_QUERY,FeedingBirds,So sad about Farrah Fawcett!  Been watching Charlies Angels on youtube for a while... Finished Season 1 a few days ago- It was her only.,So sad about Farrah Fawcett!  Been watching Charlies Angels on youtube for a while... Finished Season  a few days ago- It was her only.,sad farrah fawcett watching charlies angels youtube .. finished season days ago - .,sad farrah fawcett watch charlie angel youtube .. finish season day ago - .,farrah fawcett charlie angel youtube season day,sad,watch finish,farrah fawcett charlie angel youtube season day sad watch finish,14.0
0,2329054272,Thu Jun 25 10:17:45 PDT 2009,NO_QUERY,igotchyourcrazy,@PrannyBinDC Ahh I can't wait for pictures and stories! Miss you boo boo ,@PrannyBinDC Ahh I can't wait for pictures and stories! Miss you boo boo ,prannybindc ahh cant wait pictures stories ! miss boo boo,prannybindc ahh can not wait picture story ! miss boo boo,prannybindc ahh picture story miss boo boo,,can wait,prannybindc ahh picture story miss boo boo can wait,11.0
0,2329054470,Thu Jun 25 10:17:46 PDT 2009,NO_QUERY,imkeeee,@Yasmeiin Me toooo! I'm sorry but how can I help if I don't get a fuck of it either  We're so screwed tomorrow ,@Yasmeiin Me toooo! I'm sorry but how can I help if I don't get a fuck of it either  We're so screwed tomorrow ,yasmeiin toooo ' sorry help ' get fuck either ' screwed tomorrow,yasmeiin toooo ' sorry help ' get fuck either ' screw tomorrow,yasmeiin toooo help tomorrow,sorry fuck,screw,yasmeiin toooo help tomorrow sorry fuck screw,12.0
0,2329054524,Thu Jun 25 10:17:46 PDT 2009,NO_QUERY,mystifiedLaLa,"@allstarsonline puff, a lot of nice/talented ppl is leaving this world.. ","@allstarsonline puff, a lot of nice/talented ppl is leaving this world.. ",allstarsonline puff lot nice / talented ppl leaving world ..,allstarsonline puff lot nice / talented ppl leave world ..,allstarsonline puff lot ppl world,nice talented,leave,allstarsonline puff lot ppl world nice talented leave,10.0
0,2329054808,Thu Jun 25 10:17:47 PDT 2009,NO_QUERY,col2k8,not long till i finish this evening...then back in tomorrow at half 9.  I want to be off though ,not long till i finish this evening...then back in tomorrow at half .  I want to be off though ,long till finish evening . back tomorrow half . want though,long till finish evening . back tomorrow half . want though,finish evening tomorrow half,,want,finish evening tomorrow half want,11.0
0,2329054845,Thu Jun 25 10:17:48 PDT 2009,NO_QUERY,campfires,"I thought Paramore's album was gonna be released on Sept 9th or 10th, now it's the 29th? ","I thought Paramore's album was gonna be released on Sept th or th, now it's the th? ",thought paramores album gonna released sept th th ' th ?,thought paramore album go to release sept th th ' th ?,thought paramore album sept th,,go release,thought paramore album sept th go release,12.0
0,2329055127,Thu Jun 25 10:17:49 PDT 2009,NO_QUERY,LennyMB,"Oh ,no!  Farrah Fawcett just passed away ","Oh ,no!  Farrah Fawcett just passed away ",oh farrah fawcett passed away,oh farrah fawcett pass away,farrah fawcett,,pass,farrah fawcett pass,5.0
0,2329055210,Thu Jun 25 10:17:49 PDT 2009,NO_QUERY,Gina_Longoria,Looks like someone finally realized his mistake. But idk if I can handle another fight. I will always care. But idk if he actually cares. ,Looks like someone finally realized his mistake. But idk if I can handle another fight. I will always care. But idk if he actually cares. ,looks like someone finally realized mistake idk handle another fight always care . idk actually cares .,look like someone finally realize mistake idk handle another fight always care . idk actually care .,mistake idk fight idk,,look realize handle care care,mistake idk fight idk look realize handle care care,17.0
0,2329055330,Thu Jun 25 10:17:50 PDT 2009,NO_QUERY,CJROSE218,I feel very bad for both Ryan and son Redmond  I heard that her dad is not doing well either ,I feel very bad for both Ryan and son Redmond  I heard that her dad is not doing well either ,feel bad ryan son redmond heard dad well either,feel bad ryan son redmond hear dad well either,ryan son redmond dad,bad,feel hear,ryan son redmond dad bad feel hear,9.0
0,2329055896,Thu Jun 25 10:17:52 PDT 2009,NO_QUERY,cutxpaste,sad @fancydee leaves today ,sad @fancydee leaves today ,sad fancydee leaves today,sad fancydee leave today,leave today,sad fancydee,,leave today sad fancydee,4.0
0,2329055927,Thu Jun 25 10:17:53 PDT 2009,NO_QUERY,Ezzy13,Afraid Dad will shout at me. Logged him out of Gmail... ,Afraid Dad will shout at me. Logged him out of Gmail... ,afraid dad shout logged gmail ..,afraid dad shout log gmail ..,dad shout gmail,afraid,log,dad shout gmail afraid log,6.0
0,2329055982,Thu Jun 25 10:17:53 PDT 2009,NO_QUERY,psummers242,I hate when technology doesn't work right.  I frustrates me beyond belief.  ,I hate when technology doesn't work right.  I frustrates me beyond belief.  ,hate technology doesnt work right frustrates beyond belief .,hate technology do not work right frustrate beyond belief .,hate technology frustrate belief,,work,hate technology frustrate belief work,10.0
0,2329056097,Thu Jun 25 10:17:53 PDT 2009,NO_QUERY,AnnaBanana0186,@josephdsummers.  As lame as Jackson always is.  I miss you too.  I've been all by myself for several days now. ,@josephdsummers.  As lame as Jackson always is.  I miss you too.  I've been all by myself for several days now. ,josephdsummers lame jackson always . miss . ' several days .,josephdsummers lame jackson always . miss . ' several day .,josephdsummers jackson miss day,several,lame,josephdsummers jackson miss day several lame,11.0
0,2329056604,Thu Jun 25 10:17:55 PDT 2009,NO_QUERY,AureliaW,@TammyMunson - I am sorry you aren't having a good day ,@TammyMunson - I am sorry you aren't having a good day ,tammymunson sorry ' good day,tammymunson sorry ' good day,tammymunson sorry day,good,,tammymunson sorry day good,5.0
0,2329056620,Thu Jun 25 10:17:55 PDT 2009,NO_QUERY,mansonxfreakx,"@koreekreeper who's this person u r constantly referring to?It bugs me that I dont know,even if its not my business  koree+sad=sad melissa","@koreekreeper who's this person u r constantly referring to?It bugs me that I dont know,even if its not my business  koree+sad=sad melissa","koreekreeper whos person u r constantly referring ? bugs dont know , even business koree + sad = sad melissa","koreekreeper who s person u r constantly refer ? bug do not know , even business koree + sad = sad melissa",koreekreeper person u r bug business koree melissa,sad sad,s refer know,koreekreeper person u r bug business koree melissa sad sad s refer know,22.0
0,2329056794,Thu Jun 25 10:17:56 PDT 2009,NO_QUERY,enge10,GUYS the ghost is back at my house. wreaking havoc in the living room at odd hours of the night. cleaning up ,GUYS the ghost is back at my house. wreaking havoc in the living room at odd hours of the night. cleaning up ,guys ghost back house wreaking havoc living room odd hours night cleaning,guy ghost back house wreak havoc live room odd hour night cleaning,guy house havoc room hour night cleaning,odd,ghost wreak live,guy house havoc room hour night cleaning odd ghost wreak live,12.0
0,2329056832,Thu Jun 25 10:17:56 PDT 2009,NO_QUERY,alysamarsiella,RIP Farrah  what a shame.  I may feather my hair tonight in your honor.,RIP Farrah  what a shame.  I may feather my hair tonight in your honor.,rip farrah shame may feather hair tonight honor,rip farrah shame may feather hair tonight honor,farrah shame hair tonight honor,,rip may feather,farrah shame hair tonight honor rip may feather,8.0
0,2329056954,Thu Jun 25 10:17:57 PDT 2009,NO_QUERY,velobabe,RIP Farrah Fawcett http://www.cnn.com/2009/SHOWBIZ/TV/06/25/obit.fawcett/index.html More losses to cancer ,RIP Farrah Fawcett  More losses to cancer ,rip farrah fawcett losses cancer,rip farrah fawcett loss cancer,fawcett loss cancer,farrah,rip,fawcett loss cancer farrah rip,5.0
0,2329057090,Thu Jun 25 10:17:58 PDT 2009,NO_QUERY,XoAngelJenn36oX,"it was so nice and sunny this morning, and now the sky is like pitch black  i wanted to go swimming today!","it was so nice and sunny this morning, and now the sky is like pitch black  i wanted to go swimming today!",nice sunny morning sky like pitch black wanted go swimming today,nice sunny morning sky like pitch black want go swimming today,nice morning sky pitch black swimming today,sunny,want go,nice morning sky pitch black swimming today sunny want go,11.0
0,2329057145,Thu Jun 25 10:17:58 PDT 2009,NO_QUERY,OliviaDAngelo,So sad about Farrah Fawcett... ,So sad about Farrah Fawcett... ,sad farrah fawcett .,sad farrah fawcett .,farrah fawcett,sad,,farrah fawcett sad,4.0
0,2329057578,Thu Jun 25 10:18:00 PDT 2009,NO_QUERY,yazzybabyy,"If ever there was a time when I wanted to rip my nose off of my face and throw it FAR, that time is NOW!! Running out of tissues ","If ever there was a time when I wanted to rip my nose off of my face and throw it FAR, that time is NOW!! Running out of tissues ",ever time wanted rip nose face throw far time ! running tissues,ever time want rip nose face throw far time ! run tissue,time nose face time tissue,far,want rip throw run,time nose face time tissue far want rip throw run,12.0
0,2329057593,Thu Jun 25 10:18:00 PDT 2009,NO_QUERY,ReverieDoll,"Went to the doctor, got some meds for the pain.. Hoping they work so I don't have to take x-rays.. Dreading going to work today.. ","Went to the doctor, got some meds for the pain.. Hoping they work so I don't have to take x-rays.. Dreading going to work today.. ",went doctor got meds pain . hoping work ' take x - rays .. dreading going work today ..,go doctor get med pain . hope work ' take x - ray .. dread go work today ..,doctor med pain work x - ray work today,,go get hope take dread go,doctor med pain work x - ray work today go get hope take dread go,19.0
0,2329058126,Thu Jun 25 10:18:02 PDT 2009,NO_QUERY,bostonmama79,Everywhere I look...happy pregnant people. I miss my midwife ,Everywhere I look...happy pregnant people. I miss my midwife ,everywhere look . happy pregnant people . miss midwife,everywhere look . happy pregnant people . miss midwife,people miss midwife,happy pregnant,look,people miss midwife happy pregnant look,9.0
0,2329058344,Thu Jun 25 10:18:03 PDT 2009,NO_QUERY,JessicaSunn,62 was the age my grandmother died from lung cancer. I never got to meet her. , was the age my grandmother died from lung cancer. I never got to meet her. ,age grandmother died lung cancer never got meet,age grandmother die lung cancer never get meet,age grandmother lung cancer meet,,die get,age grandmother lung cancer meet die get,8.0
0,2329058364,Thu Jun 25 10:18:03 PDT 2009,NO_QUERY,Jenn_Ay_Nay,WOW Farrah Fawcett died  i think she had anal cancer. o.0,WOW Farrah Fawcett died  i think she had anal cancer. o.,wow farrah fawcett died think anal cancer,wow farrah fawcett die think anal cancer,farrah fawcett cancer,anal,die think,farrah fawcett cancer anal die think,7.0
0,2329058365,Thu Jun 25 10:18:03 PDT 2009,NO_QUERY,pauldavidjones,Charlie has a new angel! Rest in peace farrah fawcett. ,Charlie has a new angel! Rest in peace farrah fawcett. ,charlie new angel rest peace farrah fawcett,charlie new angel rest peace farrah fawcett,charlie new angel peace farrah fawcett,,rest,charlie new angel peace farrah fawcett rest,7.0
0,2329058629,Thu Jun 25 10:18:04 PDT 2009,NO_QUERY,HSBSuzanne,"@Blue_Bunny I went &amp; signed up, but I didn't see a coupon for Bomb pops.   #houseofgems","@Blue Bunny I went & signed up, but I didn't see a coupon for Bomb pops.   #houseofgems","blue bunny went signed , ' see coupon bomb pops . # houseofgems","blue bunny go sign , ' see coupon bomb pop . # houseofgem",blue bunny coupon bomb pop # houseofgem,,go sign see,blue bunny coupon bomb pop # houseofgem go sign see,13.0
0,2329058671,Thu Jun 25 10:18:04 PDT 2009,NO_QUERY,danieljohnsonjr,@michellebeckham OMG! I hope Glenn is okay. Sorry to hear the news. ,@michellebeckham OMG! I hope Glenn is okay. Sorry to hear the news. ,michellebeckham omg hope glenn okay . sorry hear news .,michellebeckham omg hope glenn okay . sorry hear news .,michellebeckham omg hope glenn news,,hear,michellebeckham omg hope glenn news hear,10.0
0,2329058690,Thu Jun 25 10:18:04 PDT 2009,NO_QUERY,katyjaynenyc,R.I.P. Farrah Fawcett. I wanted to be her when I was little. ,R.I.P. Farrah Fawcett. I wanted to be her when I was little. ,rip . farrah fawcett . wanted little .,rip . farrah fawcett . want little .,farrah fawcett,,rip want,farrah fawcett rip want,8.0
0,2329058697,Thu Jun 25 10:18:04 PDT 2009,NO_QUERY,heathergwells,@ang_w  Oh no! That's too bad. ,@ang w  Oh no! That's too bad. ,ang w oh ' bad .,ang w oh ' bad .,ang w,bad,,ang w bad,6.0
0,2329058780,Thu Jun 25 10:18:05 PDT 2009,NO_QUERY,seabreathe,farrah noooooo  leaving for the beach in 2 hours. Idk if I'll have the internet,farrah noooooo  leaving for the beach in  hours. Idk if I'll have the internet,farrah noooooo leaving beach hours idk ill internet,farrah noooooo leave beach hour idk ill internet,farrah noooooo beach hour idk internet,ill,leave,farrah noooooo beach hour idk internet ill leave,8.0
0,2329059070,Thu Jun 25 10:18:06 PDT 2009,NO_QUERY,Cibu17,"so sad farrah...your hair and your smile and your spirit will live on, angel. ","so sad farrah...your hair and your smile and your spirit will live on, angel. ","sad farrah . hair smile spirit live , angel .","sad farrah . hair smile spirit live , angel .",farrah hair smile spirit live angel,sad,,farrah hair smile spirit live angel sad,10.0
0,2329059265,Thu Jun 25 10:18:07 PDT 2009,NO_QUERY,mosquitohawk,Just heard that my fav local restaurant is being sold...hope the new owners don't change the menu or the inside or staff or...anything! ,Just heard that my fav local restaurant is being sold...hope the new owners don't change the menu or the inside or staff or...anything! ,heard fav local restaurant sold . hope new owners ' change menu inside staff ... anything !,hear fav local restaurant sell . hope new owner ' change menu inside staff ... anything !,fav restaurant hope owner change menu staff,local new,hear sell,fav restaurant hope owner change menu staff local new hear sell,17.0
0,2329059332,Thu Jun 25 10:18:07 PDT 2009,NO_QUERY,butterflyylost,"@cryssie awww. Farrah Fawcett known as a Charlie Angel in 1970's. Now, she is no more. ","@cryssie awww. Farrah Fawcett known as a Charlie Angel in 's. Now, she is no more. ","cryssie awww farrah fawcett known charlie angel ' . , .","cryssie awww farrah fawcett know charlie angel ' . , .",cryssie awww farrah fawcett charlie angel,,know,cryssie awww farrah fawcett charlie angel know,11.0
0,2329059425,Thu Jun 25 10:18:07 PDT 2009,NO_QUERY,DanForys,@berianreed #jealous ,@berianreed #jealous ,berianreed jealous,berianreed jealous,,jealous,berianreed,jealous berianreed,2.0
0,2329059511,Thu Jun 25 10:18:08 PDT 2009,NO_QUERY,heatherharkin,doesn't feel good! ,doesn't feel good! ,doesnt feel good,do not feel good,,good,feel,good feel,4.0
0,2329059540,Thu Jun 25 10:18:08 PDT 2009,NO_QUERY,SamStersAPixxie,"Aw Shucks I double, triple, Quadruple over booked my weekend..I h8 wen I dot that..now I gotta cancel some1/something.I h8 tellin ppl No ","Aw Shucks I double, triple, Quadruple over booked my weekend..I h wen I dot that..now I gotta cancel some/something.I h tellin ppl No ",aw shucks double triple quadruple booked weekend .. h wen dot .. gotta cancel / something . h tellin ppl,aw shuck double triple quadruple book weekend .. h wen dot .. get to cancel / something . h tellin ppl,shuck triple quadruple weekend wen dot h tellin ppl,double,book get cancel,shuck triple quadruple weekend wen dot h tellin ppl double book get cancel,21.0
0,2329059572,Thu Jun 25 10:18:08 PDT 2009,NO_QUERY,AnaHertz,I am sorry I am so touchy right now ,I am sorry I am so touchy right now ,sorry touchy right,sorry touchy right,touchy,,,touchy,3.0
0,2329059835,Thu Jun 25 10:18:09 PDT 2009,NO_QUERY,C_Dawg89,Farrah faucett died this a.m ,Farrah faucett died this a.m ,farrah faucett died,farrah faucett die,farrah faucett,,die,farrah faucett die,3.0
0,2329059860,Thu Jun 25 10:18:09 PDT 2009,NO_QUERY,laurenambrose,@julianahatfield rip farrah ,@julianahatfield rip farrah ,julianahatfield rip farrah,julianahatfield rip farrah,julianahatfield farrah,,rip,julianahatfield farrah rip,3.0
0,2329060182,Thu Jun 25 10:18:10 PDT 2009,NO_QUERY,MaddyKleven,Ugh I wish I was going to the Every Avenue &amp; Valencia concert tonight  I hate Grand Rapids.,Ugh I wish I was going to the Every Avenue & Valencia concert tonight  I hate Grand Rapids.,ugh wish going every avenue valencia concert tonight hate grand rapids,ugh wish go every avenue valencia concert tonight hate grand rapids,ugh wish avenue valencia concert tonight grand rapids,,go hate,ugh wish avenue valencia concert tonight grand rapids go hate,11.0
0,2329060204,Thu Jun 25 10:18:10 PDT 2009,NO_QUERY,uhhDude,Uggghhhhh. My wrists hurt SOOOO BADDDD today!!! Can I go home now????? ,Uggghhhhh. My wrists hurt SOOOO BADDDD today!!! Can I go home now????? ,uggghhhhh wrists hurt soooo badddd today !! go home ?????,uggghhhhh wrist hurt soooo badddd today ! ! go home ? ? ? ? ?,uggghhhhh wrist soooo today,,hurt badddd go,uggghhhhh wrist soooo today hurt badddd go,15.0
0,2329060391,Thu Jun 25 10:18:11 PDT 2009,NO_QUERY,kleemoon,@d_garmo71 Ah - that's very sad. ,@d garmo Ah - that's very sad. ,garmo ah ' sad .,garmo ah ' sad .,garmo,sad,,garmo sad,5.0
0,2329060697,Thu Jun 25 10:18:12 PDT 2009,NO_QUERY,ashlenoir,@TMoney_Sculls you should go down another week.... so i can come. ive never been to wildwood ,@TMoney Sculls you should go down another week.... so i can come. ive never been to wildwood ,tmoney sculls go another week ... come . ive never wildwood,tmoney scull go another week ... come . -PRON- have never wildwood,tmoney scull week,wildwood,go come have,tmoney scull week wildwood go come have,12.0
0,2329060938,Thu Jun 25 10:18:13 PDT 2009,NO_QUERY,raanve,@rhiannonrevolts Yeah I see that.   The last word I'd heard on her did not sound good. Wishing her family good thoughts.,@rhiannonrevolts Yeah I see that.   The last word I'd heard on her did not sound good. Wishing her family good thoughts.,rhiannonrevolts yeah see last word ' heard sound good . wishing family good thoughts .,rhiannonrevolt yeah see last word ' hear sound good . wish family good thought .,rhiannonrevolt word sound family thought,last good good,see hear wish,rhiannonrevolt word sound family thought last good good see hear wish,15.0
0,2329060978,Thu Jun 25 10:18:14 PDT 2009,NO_QUERY,kriciamorris,@tiffanysvaughan I'm afraid to go outside myself!  Totally nasty weather. ,@tiffanysvaughan I'm afraid to go outside myself!  Totally nasty weather. ,tiffanysvaughan im afraid go outside ! totally nasty weather .,tiffanysvaughan -PRON- be afraid go outside ! totally nasty weather .,tiffanysvaughan weather,afraid nasty,be go,tiffanysvaughan weather afraid nasty be go,11.0
0,2329061095,Thu Jun 25 10:18:14 PDT 2009,NO_QUERY,karida_nfc,@knitplaywithfir you can have the felted tweed.  and maybe some other stuff too.  keep the bulky.  i am not allowed more yarn right now ,@knitplaywithfir you can have the felted tweed.  and maybe some other stuff too.  keep the bulky.  i am not allowed more yarn right now ,knitplaywithfir felted tweed maybe stuff . keep bulky . allowed yarn right,knitplaywithfir felt tweed maybe stuff . keep bulky . allow yarn right,knitplaywithfir tweed stuff yarn right,bulky,felt keep allow,knitplaywithfir tweed stuff yarn right bulky felt keep allow,12.0
0,2329061374,Thu Jun 25 10:18:15 PDT 2009,NO_QUERY,tansmom,wishing I was packing for NECC ,wishing I was packing for NECC ,wishing packing necc,wish packing necc,packing necc,,wish,packing necc wish,3.0
0,2329061477,Thu Jun 25 10:18:16 PDT 2009,NO_QUERY,heylaurenrachel,"so sad, RIP Farrah Fawcett, the loveliest Charlie's Angel ","so sad, RIP Farrah Fawcett, the loveliest Charlie's Angel ",sad rip farrah fawcett loveliest charlie ' angel,sad rip farrah fawcett lovely charlie ' angel,farrah fawcett charlie angel,sad lovely,rip,farrah fawcett charlie angel sad lovely rip,8.0
0,2329061564,Thu Jun 25 10:18:16 PDT 2009,NO_QUERY,Pattywag,Its about that time for lunch...and i have only 3 dollars. ,Its about that time for lunch...and i have only  dollars. ,time lunch . dollars .,time lunch . dollar .,time lunch dollar,,,time lunch dollar,5.0
0,2329061577,Thu Jun 25 10:18:16 PDT 2009,NO_QUERY,aiahrachel,"Curses! My office has too much interference, and I can't get a clear signal on @wfan660.  No Wayne Hagan for me today. #Mets","Curses! My office has too much interference, and I can't get a clear signal on @wfan.  No Wayne Hagan for me today. #Mets",curses office much interference ' get clear signal @ wfan . wayne hagan today . # mets,curse office much interference ' get clear signal @ wfan . wayne hagan today . # met,curse office interference signal @ wfan wayne hagan today # met,much clear,,curse office interference signal @ wfan wayne hagan today # met much clear,17.0
